	community	roi	community_id	roi_origindex	roi_index(on17networkmask)
252	Cont	Par_2	5	319	252
253	SalVentAttn	Med_18	3	287	253
254	Cont	PFCl_9	5	346	254
255	Cont	PFCl_12	5	349	255
256	SalVentAttn	PFCl_1	3	268	256
257	Default	PFC_31	6	446	257
258	Cont	PFCl_19	5	356	258
259	SalVentAttn	PFCl_2	3	269	259
260	Default	PFC_2	6	417	260
261	Cont	PFCv_1	5	359	261
262	Cont	PFCv_2	5	360	262
263	SalVentAttn	FrOper_5	3	249	263
264	SalVentAttn	FrOper_7	3	251	264
265	SalVentAttn	FrOper_13	3	257	265
266	SalVentAttn	FrOper_16	3	260	266
267	Cont	PFCl_7	5	344	267
268	Cont	OFC_1	5	358	268
269	Cont	Cing_1	5	365	269
270	SalVentAttn	Med_1	3	270	270
271	SalVentAttn	Med_6	3	275	271
272	Cont	PFCmp_2	5	374	272
273	Limbic	OFC_1	4	289	273
274	Limbic	OFC_2	4	290	274
275	Limbic	OFC_3	4	291	275
276	Limbic	OFC_4	4	292	276
277	Limbic	OFC_5	4	293	277
278	Limbic	OFC_6	4	294	278
279	Limbic	OFC_7	4	295	279
280	Limbic	OFC_8	4	296	280
281	Limbic	OFC_9	4	297	281
282	Limbic	OFC_10	4	298	282
283	Limbic	OFC_11	4	299	283
284	Limbic	OFC_12	4	300	284
285	Limbic	OFC_13	4	301	285
286	Default	PFC_5	6	420	286
287	Limbic	OFC_14	4	302	287
288	Default	PFC_12	6	427	288
289	Limbic	TempPole_1	4	303	289
290	Limbic	TempPole_2	4	304	290
291	Limbic	TempPole_3	4	305	291
292	Limbic	TempPole_4	4	306	292
293	Limbic	TempPole_5	4	307	293
294	Limbic	TempPole_6	4	308	294
295	Limbic	TempPole_7	4	309	295
296	Limbic	TempPole_8	4	310	296
297	Limbic	TempPole_9	4	311	297
298	Limbic	TempPole_10	4	312	298
299	Limbic	TempPole_11	4	313	299
300	Limbic	TempPole_12	4	314	300
301	Limbic	TempPole_14	4	316	301
302	Limbic	TempPole_15	4	317	302
303	DorsAttn	Post_2	2	174	303
304	Cont	Temp_2	5	334	304
305	DorsAttn	Post_6	2	178	305
306	Cont	Par_1	5	318	306
307	Cont	Par_7	5	324	307
308	Cont	Par_9	5	326	308
309	Cont	Par_11	5	328	309
310	Cont	Par_12	5	329	310
311	DorsAttn	Post_25	2	197	311
312	Cont	Par_13	5	330	312
313	Cont	Par_14	5	331	313
314	Cont	Par_15	5	332	314
315	DorsAttn	Post_32	2	204	315
316	DorsAttn	FEF_2	2	224	316
317	DorsAttn	FEF_5	2	227	317
318	Cont	PFCl_2	5	339	318
319	Cont	PFCl_4	5	341	319
320	Cont	PFCl_6	5	343	320
321	Cont	PFCl_8	5	345	321
322	Cont	PFCl_10	5	347	322
323	Cont	PFCl_11	5	348	323
324	Cont	PFCl_13	5	350	324
325	DorsAttn	PrCv_1	2	230	325
326	Cont	PFCl_14	5	351	326
327	Cont	PFCl_15	5	352	327
328	Cont	PFCl_16	5	353	328
329	DorsAttn	PrCv_3	2	232	329
330	Cont	PFCl_18	5	355	330
331	Cont	PFCl_20	5	357	331
332	Cont	Cing_4	5	368	332
333	Cont	Cing_6	5	370	333
334	Cont	Temp_1	5	333	334
335	Default	Temp_8	6	401	335
336	Cont	Temp_3	5	335	336
337	Cont	Temp_4	5	336	337
338	Default	Par_18	6	392	338
339	Cont	Par_3	5	320	339
340	Default	Par_19	6	393	340
341	Cont	Par_4	5	321	341
342	Cont	Par_5	5	322	342
343	Cont	Par_6	5	323	343
344	Cont	Par_8	5	325	344
345	Cont	Par_10	5	327	345
346	Cont	PFCl_17	5	354	346
347	Default	PFC_36	6	451	347
348	Default	PFC_37	6	452	348
349	Default	PFC_44	6	459	349
350	Cont	PFCd_1	5	337	350
351	Default	PFC_48	6	463	351
352	Default	PFC_6	6	421	352
353	Cont	PFCl_1	5	338	353
354	Default	PFC_14	6	429	354
355	Cont	PFCl_3	5	340	355
356	Cont	PFCl_5	5	342	356
357	Default	PFC_32	6	447	357
358	Cont	PFCmp_1	5	373	358
359	Default	PCC_9	6	474	359
360	Cont	pCun_1	5	361	360
361	Cont	pCun_2	5	362	361
362	Vis	81	0	81	362
363	Cont	pCun_3	5	363	363
364	Default	PCC_30	6	495	364
365	DorsAttn	Post_34	2	206	365
366	Default	PCC_32	6	497	366
367	Cont	pCun_4	5	364	367
368	SalVentAttn	Med_12	3	281	368
369	DorsAttn	Post_44	2	216	369
370	Default	PCC_6	6	471	370
371	Cont	Cing_2	5	366	371
372	Cont	Cing_3	5	367	372
373	Cont	Cing_5	5	369	373
374	Cont	Cing_7	5	371	374
375	Cont	Cing_8	5	372	375
376	Default	PCC_25	6	490	376
377	Default	PCC_27	6	492	377
378	Default	Par_4	6	378	378
379	Default	Par_8	6	382	379
380	Default	Par_9	6	383	380
381	Default	Par_12	6	386	381
382	Default	Par_14	6	388	382
383	Default	Par_15	6	389	383
384	Default	Par_17	6	391	384
385	Default	PFC_35	6	450	385
386	Default	PFC_38	6	453	386
387	Default	PFC_41	6	456	387
388	Default	PFC_45	6	460	388
389	Default	PCC_3	6	468	389
390	Default	PCC_5	6	470	390
391	Default	PCC_8	6	473	391
392	Default	PCC_10	6	475	392
393	Default	PCC_11	6	476	393
394	Default	PCC_12	6	477	394
395	Default	PCC_13	6	478	395
396	Default	PCC_14	6	479	396
397	Default	PCC_15	6	480	397
398	Default	PCC_16	6	481	398
399	Default	PCC_17	6	482	399
400	Default	PCC_18	6	483	400
401	Default	PCC_19	6	484	401
402	Default	PCC_20	6	485	402
403	Default	PCC_21	6	486	403
404	Default	PCC_22	6	487	404
405	Default	PCC_23	6	488	405
406	Default	PCC_24	6	489	406
407	Default	PCC_26	6	491	407
408	Default	PCC_28	6	493	408
409	Default	PCC_29	6	494	409
410	Default	PCC_31	6	496	410
411	Default	PFC_7	6	422	411
412	Default	PFC_9	6	424	412
413	Default	PFC_10	6	425	413
414	Default	PFC_13	6	428	414
415	Default	PFC_16	6	431	415
416	Default	PFC_19	6	434	416
417	Default	PFC_20	6	435	417
418	Default	PFC_22	6	437	418
419	Default	PFC_23	6	438	419
420	Default	PFC_24	6	439	420
421	Default	PFC_25	6	440	421
422	Default	PFC_28	6	443	422
423	Default	Temp_1	6	394	423
424	Default	Temp_2	6	395	424
425	Default	Temp_3	6	396	425
426	Default	Temp_4	6	397	426
427	Default	Temp_5	6	398	427
428	Default	Temp_6	6	399	428
429	Default	Temp_9	6	402	429
430	Default	Temp_10	6	403	430
431	Default	Temp_12	6	405	431
432	Default	Temp_13	6	406	432
433	Default	Temp_14	6	407	433
434	Default	Temp_16	6	409	434
435	Default	Temp_17	6	410	435
436	Default	Par_1	6	375	436
437	Default	Par_2	6	376	437
438	Default	Par_5	6	379	438
439	Default	Par_6	6	380	439
440	Default	Par_7	6	381	440
441	Default	Par_10	6	384	441
442	Default	Par_11	6	385	442
443	Default	Par_13	6	387	443
444	Default	Par_16	6	390	444
445	Default	PFC_26	6	441	445
446	Default	PFC_27	6	442	446
447	Default	PFC_29	6	444	447
448	Default	PFC_30	6	445	448
449	Default	PFC_33	6	448	449
450	Default	PFC_34	6	449	450
451	Default	PFC_39	6	454	451
452	Default	PFC_40	6	455	452
453	Default	PFC_46	6	461	453
454	Default	PFC_47	6	462	454
455	Default	PFC_49	6	464	455
456	Default	PFC_50	6	465	456
457	Default	PFC_42	6	457	457
458	Default	PFC_43	6	458	458
459	Default	PFC_1	6	416	459
460	Default	PFC_3	6	418	460
461	Default	PFC_4	6	419	461
462	Default	PFC_8	6	423	462
463	Default	PFC_11	6	426	463
464	Default	PFC_15	6	430	464
465	Default	PFC_17	6	432	465
466	Default	PFC_18	6	433	466
467	Default	PFC_21	6	436	467
468	DorsAttn	Post_13	2	185	468
469	DorsAttn	Post_15	2	187	469
470	DorsAttn	Post_16	2	188	470
471	Vis	41	0	41	471
472	Vis	48	0	48	472
473	Default	PCC_1	6	466	473
474	Vis	55	0	55	474
475	Default	PCC_2	6	467	475
476	Vis	63	0	63	476
477	Default	PCC_4	6	469	477
478	Default	PCC_7	6	472	478
479	Limbic	TempPole_13	4	315	479
480	Default	PHC_1	6	498	480
481	Default	PHC_2	6	499	481
482	Vis	5	0	5	482
483	Default	PHC_3	6	500	483
484	Vis	20	0	20	484
485	Default	Temp_7	6	400	485
486	Default	Temp_11	6	404	486
487	Default	Temp_15	6	408	487
488	Default	Temp_18	6	411	488
489	Default	Temp_19	6	412	489
490	Default	Temp_20	6	413	490
491	Default	Temp_21	6	414	491
492	SomMot	7	1	88	492
493	Default	Temp_22	6	415	493
494	SalVentAttn	TempOcc_1	3	243	494
495	SomMot	13	1	94	495
496	SalVentAttn	TempOcc_2	3	244	496
497	SomMot	19	1	100	497
498	SomMot	23	1	104	498
499	Default	Par_3	6	377	499
500	SalVentAttn	ParOper_2	3	235	500
501	Vis	2	0	502	501
502	Vis	4	0	504	502
503	Vis	5	0	505	503
504	Vis	6	0	506	504
505	Vis	8	0	508	505
506	Vis	9	0	509	506
507	Vis	11	0	511	507
508	Vis	12	0	512	508
509	Vis	14	0	514	509
510	Vis	16	0	516	510
511	Vis	17	0	517	511
512	Vis	18	0	518	512
513	Vis	20	0	520	513
514	Vis	25	0	525	514
515	Vis	26	0	526	515
516	Vis	27	0	527	516
517	Vis	28	0	528	517
518	Vis	29	0	529	518
519	Vis	30	0	530	519
520	Vis	34	0	534	520
521	Vis	35	0	535	521
522	Vis	37	0	537	522
523	Vis	38	0	538	523
524	Vis	39	0	539	524
525	Vis	43	0	543	525
526	Vis	45	0	545	526
527	Vis	46	0	546	527
528	Vis	51	0	551	528
529	Vis	52	0	552	529
530	Vis	53	0	553	530
531	Vis	58	0	558	531
532	Vis	59	0	559	532
533	Vis	60	0	560	533
534	Vis	61	0	561	534
535	Vis	62	0	562	535
536	Vis	67	0	567	536
537	Vis	69	0	569	537
538	Vis	77	0	577	538
539	Vis	79	0	579	539
540	Vis	7	0	507	540
541	Vis	13	0	513	541
542	Vis	15	0	515	542
543	Vis	19	0	519	543
544	Vis	22	0	522	544
545	Vis	23	0	523	545
546	Vis	24	0	524	546
547	Vis	31	0	531	547
548	Vis	32	0	532	548
549	Vis	33	0	533	549
550	Vis	36	0	536	550
551	Vis	40	0	540	551
552	Vis	41	0	541	552
553	Vis	44	0	544	553
554	Vis	47	0	547	554
555	Vis	48	0	548	555
556	Vis	50	0	550	556
557	Vis	54	0	554	557
558	Vis	55	0	555	558
559	Vis	57	0	557	559
560	Vis	63	0	563	560
561	Vis	64	0	564	561
562	Vis	65	0	565	562
563	Vis	68	0	568	563
564	Vis	70	0	570	564
565	Vis	71	0	571	565
566	Vis	73	0	573	566
567	Vis	75	0	575	567
568	Vis	78	0	578	568
569	SomMot	50	1	631	569
570	SomMot	51	1	632	570
571	SomMot	53	1	634	571
572	SomMot	54	1	635	572
573	SomMot	56	1	637	573
574	SomMot	57	1	638	574
575	SomMot	59	1	640	575
576	SomMot	61	1	642	576
577	SomMot	62	1	643	577
578	SomMot	63	1	644	578
579	SomMot	65	1	646	579
580	SomMot	66	1	647	580
581	SomMot	67	1	648	581
582	SomMot	68	1	649	582
583	SomMot	69	1	650	583
584	SomMot	70	1	651	584
585	SomMot	71	1	652	585
586	SomMot	73	1	654	586
587	SomMot	74	1	655	587
588	SomMot	75	1	656	588
589	SomMot	76	1	657	589
590	SomMot	77	1	658	590
591	SomMot	78	1	659	591
592	SomMot	79	1	660	592
593	SomMot	80	1	661	593
594	SomMot	81	1	662	594
595	SomMot	82	1	663	595
596	SomMot	83	1	664	596
597	SomMot	84	1	665	597
598	SomMot	85	1	666	598
599	SomMot	86	1	667	599
600	SomMot	87	1	668	600
601	SalVentAttn	Med_20	3	811	601
602	SomMot	88	1	669	602
603	SomMot	89	1	670	603
604	SomMot	90	1	671	604
605	SomMot	92	1	673	605
606	SomMot	93	1	674	606
607	SomMot	94	1	675	607
608	SomMot	95	1	676	608
609	SomMot	96	1	677	609
610	SomMot	97	1	678	610
611	SomMot	98	1	679	611
612	SomMot	99	1	680	612
613	SomMot	100	1	681	613
614	SomMot	101	1	682	614
615	SomMot	102	1	683	615
616	SomMot	103	1	684	616
617	SalVentAttn	FrOper_3	3	768	617
618	SomMot	1	1	582	618
619	SomMot	3	1	584	619
620	SalVentAttn	FrOper_7	3	772	620
621	SomMot	5	1	586	621
622	SomMot	6	1	587	622
623	SomMot	8	1	589	623
624	SomMot	9	1	590	624
625	SomMot	10	1	591	625
626	SomMot	11	1	592	626
627	SomMot	15	1	596	627
628	SomMot	16	1	597	628
629	SomMot	17	1	598	629
630	SomMot	18	1	599	630
631	SomMot	19	1	600	631
632	SomMot	20	1	601	632
633	SomMot	21	1	602	633
634	SomMot	22	1	603	634
635	SomMot	24	1	605	635
636	SomMot	25	1	606	636
637	SomMot	26	1	607	637
638	SomMot	27	1	608	638
639	SomMot	28	1	609	639
640	SomMot	29	1	610	640
641	SomMot	30	1	611	641
642	SomMot	31	1	612	642
643	SomMot	32	1	613	643
644	SomMot	33	1	614	644
645	SomMot	34	1	615	645
646	SomMot	35	1	616	646
647	SomMot	36	1	617	647
648	SomMot	37	1	618	648
649	SomMot	38	1	619	649
650	SomMot	40	1	621	650
651	SomMot	41	1	622	651
652	SomMot	42	1	623	652
653	SomMot	43	1	624	653
654	SomMot	46	1	627	654
655	SomMot	47	1	628	655
656	SomMot	48	1	629	656
657	SomMot	49	1	630	657
658	SomMot	55	1	636	658
659	DorsAttn	Post_1	2	685	659
660	Vis	1	0	501	660
661	DorsAttn	Post_2	2	686	661
662	DorsAttn	Post_3	2	687	662
663	DorsAttn	Post_4	2	688	663
664	Vis	21	0	521	664
665	DorsAttn	Post_6	2	690	665
666	DorsAttn	Post_8	2	692	666
667	Vis	49	0	549	667
668	DorsAttn	Post_9	2	693	668
669	Vis	56	0	556	669
670	Default	Par_3	6	915	670
671	DorsAttn	Post_11	2	695	671
672	Vis	66	0	566	672
673	Vis	72	0	572	673
674	Vis	76	0	576	674
675	DorsAttn	Post_13	2	697	675
676	DorsAttn	Post_16	2	700	676
677	Vis	80	0	580	677
678	Vis	81	0	581	678
679	DorsAttn	Post_21	2	705	679
680	DorsAttn	Post_22	2	706	680
681	DorsAttn	Post_24	2	708	681
682	DorsAttn	Post_27	2	711	682
683	DorsAttn	Post_31	2	715	683
684	DorsAttn	Post_32	2	716	684
685	DorsAttn	Post_34	2	718	685
686	DorsAttn	Post_37	2	721	686
687	DorsAttn	Post_39	2	723	687
688	DorsAttn	Post_40	2	724	688
689	DorsAttn	Post_43	2	727	689
690	DorsAttn	Post_44	2	728	690
691	DorsAttn	Post_45	2	729	691
692	DorsAttn	Post_46	2	730	692
693	DorsAttn	Post_7	2	691	693
694	SalVentAttn	TempOccPar_3	3	748	694
695	SomMot	39	1	620	695
696	SalVentAttn	TempOccPar_18	3	763	696
697	DorsAttn	Post_14	2	698	697
698	SomMot	44	1	625	698
699	DorsAttn	Post_17	2	701	699
700	DorsAttn	Post_18	2	702	700
701	DorsAttn	Post_23	2	707	701
702	DorsAttn	Post_26	2	710	702
703	DorsAttn	Post_28	2	712	703
704	DorsAttn	Post_30	2	714	704
705	DorsAttn	Post_35	2	719	705
706	DorsAttn	Post_36	2	720	706
707	DorsAttn	Post_42	2	726	707
708	DorsAttn	Post_47	2	731	708
709	DorsAttn	Post_48	2	732	709
710	SalVentAttn	Med_18	3	809	710
711	DorsAttn	Post_49	2	733	711
712	DorsAttn	Post_50	2	734	712
713	DorsAttn	Post_51	2	735	713
714	DorsAttn	Post_52	2	736	714
715	DorsAttn	FEF_1	2	737	715
716	DorsAttn	FEF_2	2	738	716
717	DorsAttn	FEF_3	2	739	717
718	DorsAttn	FEF_4	2	740	718
719	DorsAttn	FEF_5	2	741	719
720	DorsAttn	FEF_6	2	742	720
721	DorsAttn	PrCv_3	2	745	721
722	SalVentAttn	TempOccPar_6	3	751	722
723	SalVentAttn	TempOccPar_7	3	752	723
724	SalVentAttn	TempOccPar_8	3	753	724
725	SalVentAttn	TempOccPar_9	3	754	725
726	SalVentAttn	TempOccPar_10	3	755	726
727	SalVentAttn	TempOccPar_11	3	756	727
728	SalVentAttn	TempOccPar_12	3	757	728
729	SalVentAttn	TempOccPar_14	3	759	729
730	SalVentAttn	TempOccPar_15	3	760	730
731	SalVentAttn	TempOccPar_16	3	761	731
732	SalVentAttn	PrC_2	3	765	732
733	SomMot	58	1	639	733
734	SalVentAttn	FrOper_1	3	766	734
735	SalVentAttn	FrOper_2	3	767	735
736	SalVentAttn	FrOper_4	3	769	736
737	SalVentAttn	FrOper_5	3	770	737
738	SalVentAttn	FrOper_6	3	771	738
739	SalVentAttn	FrOper_9	3	774	739
740	SalVentAttn	FrOper_11	3	776	740
741	SalVentAttn	FrOper_12	3	777	741
742	SalVentAttn	FrOper_14	3	779	742
743	SalVentAttn	FrOper_16	3	781	743
744	SalVentAttn	FrOper_17	3	782	744
745	SalVentAttn	FrOper_18	3	783	745
746	SalVentAttn	FrOper_19	3	784	746
747	SalVentAttn	FrOper_20	3	785	747
748	SalVentAttn	FrOper_22	3	787	748
749	SalVentAttn	FrOper_23	3	788	749
750	SalVentAttn	FrOper_24	3	789	750
751	SalVentAttn	Med_2	3	793	751
752	SalVentAttn	Med_3	3	794	752
753	SalVentAttn	Med_5	3	796	753
754	SomMot	45	1	626	754
755	SalVentAttn	Med_6	3	797	755
756	SalVentAttn	Med_7	3	798	756
757	SalVentAttn	Med_8	3	799	757
758	SalVentAttn	Med_9	3	800	758
759	SomMot	52	1	633	759
760	SalVentAttn	Med_10	3	801	760
761	SalVentAttn	Med_11	3	802	761
762	SalVentAttn	Med_12	3	803	762
763	SomMot	60	1	641	763
764	SalVentAttn	Med_13	3	804	764
765	SalVentAttn	Med_14	3	805	765
766	SomMot	64	1	645	766
767	SalVentAttn	Med_16	3	807	767
768	SomMot	72	1	653	768
769	SalVentAttn	Med_17	3	808	769
770	SalVentAttn	Med_19	3	810	770
771	SomMot	91	1	672	771
772	SalVentAttn	TempOccPar_13	3	758	772
773	SalVentAttn	TempOccPar_17	3	762	773
774	Cont	Par_3	5	845	774
775	Cont	PFCl_7	5	872	775
776	Cont	PFCl_8	5	873	776
777	Cont	PFCl_14	5	879	777
778	SalVentAttn	PFCl_1	3	790	778
779	Cont	PFCl_17	5	882	779
780	Cont	PFCl_19	5	884	780
781	SalVentAttn	PFCl_2	3	791	781
782	Cont	PFCl_24	5	889	782
783	Default	PFCv_2	6	948	783
784	Cont	PFCv_1	5	864	784
785	Cont	PFCv_2	5	865	785
786	Default	PFCv_7	6	953	786
787	SalVentAttn	FrOper_8	3	773	787
788	SalVentAttn	FrOper_10	3	775	788
789	SalVentAttn	FrOper_13	3	778	789
790	SalVentAttn	FrOper_15	3	780	790
791	SalVentAttn	FrOper_21	3	786	791
792	Cont	PFCmp_1	5	908	792
793	Default	PFCm_12	6	968	793
794	SalVentAttn	Med_1	3	792	794
795	Cont	PFCmp_2	5	909	795
796	SalVentAttn	Med_4	3	795	796
797	SalVentAttn	Med_15	3	806	797
798	Limbic	OFC_1	4	812	798
799	Limbic	OFC_2	4	813	799
800	Limbic	OFC_3	4	814	800
801	Limbic	OFC_4	4	815	801
