	community	roi	community_id	roi_origindex	roi_index(on17networkmask)
126	SomMot	29	1	96	126
127	SomMot	32	1	99	127
128	SomMot	34	1	101	128
129	Vis	1	0	1	129
130	DorsAttn	Post_1	2	143	130
131	Vis	3	0	3	131
132	Vis	7	0	7	132
133	DorsAttn	Post_2	2	144	133
134	Vis	16	0	16	134
135	DorsAttn	Post_4	2	146	135
136	DorsAttn	Post_6	2	148	136
137	Vis	46	0	46	137
138	Vis	61	0	61	138
139	DorsAttn	Post_9	2	151	139
140	DorsAttn	Post_11	2	153	140
141	Vis	66	0	66	141
142	DorsAttn	Post_16	2	158	142
143	DorsAttn	Post_17	2	159	143
144	DorsAttn	Post_20	2	162	144
145	DorsAttn	Post_22	2	164	145
146	DorsAttn	Post_24	2	166	146
147	DorsAttn	Post_27	2	169	147
148	DorsAttn	Post_28	2	170	148
149	DorsAttn	Post_30	2	172	149
150	DorsAttn	Post_31	2	173	150
151	DorsAttn	Post_33	2	175	151
152	DorsAttn	Post_5	2	147	152
153	SalVentAttn	ParOper_7	3	196	153
154	SomMot	27	1	94	154
155	DorsAttn	Post_14	2	156	155
156	DorsAttn	Post_15	2	157	156
157	DorsAttn	Post_18	2	160	157
158	SomMot	33	1	100	158
159	DorsAttn	Post_23	2	165	159
160	DorsAttn	Post_26	2	168	160
161	DorsAttn	Post_32	2	174	161
162	DorsAttn	Post_34	2	176	162
163	DorsAttn	Post_35	2	177	163
164	DorsAttn	Post_36	2	178	164
165	DorsAttn	Post_37	2	179	165
166	DorsAttn	Post_38	2	180	166
167	DorsAttn	FEF_1	2	181	167
168	DorsAttn	FEF_2	2	182	168
169	DorsAttn	FEF_4	2	184	169
170	DorsAttn	FEF_5	2	185	170
171	DorsAttn	FEF_6	2	186	171
172	DorsAttn	FEF_7	2	187	172
173	SalVentAttn	ParOper_1	3	190	173
174	SalVentAttn	ParOper_3	3	192	174
175	SalVentAttn	ParOper_4	3	193	175
176	SalVentAttn	ParOper_5	3	194	176
177	SalVentAttn	ParOper_6	3	195	177
178	SalVentAttn	ParOper_8	3	197	178
179	SalVentAttn	FrOper_1	3	199	179
180	SalVentAttn	FrOper_3	3	201	180
181	SalVentAttn	FrOper_4	3	202	181
182	SalVentAttn	FrOper_5	3	203	182
183	SalVentAttn	FrOper_6	3	204	183
184	SalVentAttn	FrOper_7	3	205	184
185	SalVentAttn	FrOper_9	3	207	185
186	SalVentAttn	FrOper_10	3	208	186
187	SalVentAttn	FrOper_11	3	209	187
188	SalVentAttn	FrOper_12	3	210	188
189	SalVentAttn	Med_5	3	217	189
190	SalVentAttn	Med_7	3	219	190
191	SalVentAttn	Med_8	3	220	191
192	SalVentAttn	Med_9	3	221	192
193	SalVentAttn	Med_11	3	223	193
194	SalVentAttn	Med_12	3	224	194
195	SalVentAttn	Med_13	3	225	195
196	SalVentAttn	Med_15	3	227	196
197	SalVentAttn	Med_2	3	214	197
198	SalVentAttn	Med_3	3	215	198
199	SalVentAttn	Med_4	3	216	199
200	SalVentAttn	Med_6	3	218	200
201	SalVentAttn	Med_10	3	222	201
202	SalVentAttn	Med_14	3	226	202
203	SalVentAttn	Med_17	3	229	203
204	Cont	Par_1	5	259	204
205	SalVentAttn	Med_16	3	228	205
206	Cont	PFCl_5	5	280	206
207	SalVentAttn	PFCl_1	3	211	207
208	Cont	PFCl_10	5	285	208
209	Default	PFC_22	6	354	209
210	SalVentAttn	PFCl_2	3	212	210
211	Cont	PFCl_13	5	288	211
212	Cont	PFCv_1	5	292	212
213	Cont	PFCv_2	5	293	213
214	SalVentAttn	FrOper_2	3	200	214
215	SalVentAttn	FrOper_8	3	206	215
216	Cont	PFCl_6	5	281	216
217	Default	PFC_19	6	351	217
218	Cont	Cing_2	5	298	218
219	SalVentAttn	Med_1	3	213	219
220	Cont	PFCmp_2	5	303	220
221	Limbic	OFC_1	4	230	221
222	Limbic	OFC_2	4	231	222
223	Limbic	OFC_3	4	232	223
224	Limbic	OFC_4	4	233	224
225	Limbic	OFC_5	4	234	225
226	Limbic	OFC_6	4	235	226
227	Limbic	OFC_7	4	236	227
228	Limbic	OFC_8	4	237	228
229	Limbic	OFC_9	4	238	229
230	Cont	OFC_1	5	291	230
231	Limbic	OFC_10	4	239	231
232	Limbic	OFC_11	4	240	232
233	Limbic	OFC_12	4	241	233
234	Limbic	TempPole_1	4	242	234
235	Limbic	TempPole_2	4	243	235
236	Limbic	TempPole_3	4	244	236
237	Limbic	TempPole_4	4	245	237
238	Limbic	TempPole_5	4	246	238
239	Limbic	TempPole_6	4	247	239
240	Limbic	TempPole_7	4	248	240
241	Limbic	TempPole_8	4	249	241
242	Limbic	TempPole_9	4	250	242
243	Limbic	TempPole_10	4	251	243
244	Limbic	TempPole_11	4	252	244
245	Limbic	TempPole_15	4	256	245
246	Limbic	TempPole_16	4	257	246
247	Limbic	TempPole_17	4	258	247
248	DorsAttn	Post_3	2	145	248
249	DorsAttn	Post_10	2	152	249
250	DorsAttn	Post_12	2	154	250
251	DorsAttn	Post_13	2	155	251
252	Cont	Par_4	5	262	252
253	Cont	Par_8	5	266	253
254	Cont	Par_9	5	267	254
255	Cont	Par_10	5	268	255
256	Cont	Par_11	5	269	256
257	Cont	Par_12	5	270	257
258	DorsAttn	Post_19	2	161	258
259	DorsAttn	Post_21	2	163	259
260	Cont	PFCd_1	5	274	260
261	DorsAttn	FEF_3	2	183	261
262	Cont	PFCl_2	5	277	262
263	Cont	PFCl_4	5	279	263
264	Cont	PFCl_7	5	282	264
265	Cont	PFCl_8	5	283	265
266	Cont	PFCl_9	5	284	266
267	Cont	PFCl_11	5	286	267
268	DorsAttn	PrCv_1	2	188	268
269	Cont	PFCl_12	5	287	269
270	Cont	PFCl_15	5	290	270
271	DorsAttn	PrCv_2	2	189	271
272	Cont	Cing_4	5	300	272
273	Cont	Temp_1	5	271	273
274	Cont	Temp_2	5	272	274
275	Cont	Temp_3	5	273	275
276	Cont	Par_2	5	260	276
277	Default	Temp_29	6	332	277
278	Cont	Par_3	5	261	278
279	Cont	Par_5	5	263	279
280	Cont	Par_6	5	264	280
281	Cont	Par_7	5	265	281
282	Cont	PFCd_2	5	275	282
283	Cont	PFCl_14	5	289	283
284	Default	PFC_28	6	360	284
285	Default	PFC_29	6	361	285
286	Default	PFC_3	6	335	286
287	Default	PFC_7	6	339	287
288	Cont	PFCl_1	5	276	288
289	Cont	PFCl_3	5	278	289
290	Cont	PFCmp_1	5	302	290
291	Default	PCC_7	6	379	291
292	Default	PCC_10	6	382	292
293	Cont	pCun_1	5	294	293
294	Default	PCC_22	6	394	294
295	Cont	pCun_2	5	295	295
296	Default	PCC_24	6	396	296
297	Cont	pCun_3	5	296	297
298	Default	PCC_26	6	398	298
299	Default	PCC_27	6	399	299
300	DorsAttn	Post_25	2	167	300
301	DorsAttn	Post_29	2	171	301
302	Default	PCC_5	6	377	302
303	Cont	Cing_1	5	297	303
304	Cont	Cing_3	5	299	304
305	Cont	Cing_5	5	301	305
306	Default	Temp_20	6	323	306
307	Default	Temp_23	6	326	307
308	Default	Temp_25	6	328	308
309	Default	Temp_27	6	330	309
310	Default	Temp_28	6	331	310
311	Default	PFC_26	6	358	311
312	Default	PFC_27	6	359	312
313	Default	PFC_30	6	362	313
314	Default	PFC_35	6	367	314
315	Default	PFC_36	6	368	315
316	Default	PFC_37	6	369	316
317	Default	PCC_2	6	374	317
318	Default	PCC_4	6	376	318
319	Default	PCC_6	6	378	319
320	Default	PCC_8	6	380	320
321	Default	PCC_9	6	381	321
322	Default	PCC_11	6	383	322
323	Default	PCC_12	6	384	323
324	Default	PCC_13	6	385	324
325	Default	PCC_14	6	386	325
326	Default	PCC_15	6	387	326
327	Default	PCC_16	6	388	327
328	Default	PCC_17	6	389	328
329	Default	PCC_18	6	390	329
330	Default	PCC_19	6	391	330
331	Default	PCC_20	6	392	331
332	Default	PCC_21	6	393	332
333	Default	PCC_23	6	395	333
334	Default	PCC_25	6	397	334
335	Default	PFC_4	6	336	335
336	Default	PFC_5	6	337	336
337	Default	PFC_10	6	342	337
338	Default	PFC_11	6	343	338
339	Default	PFC_12	6	344	339
340	Default	PFC_14	6	346	340
341	Default	PFC_15	6	347	341
342	Default	PFC_21	6	353	342
343	Default	Temp_1	6	304	343
344	Default	Temp_2	6	305	344
345	Limbic	TempPole_13	4	254	345
346	Default	Temp_3	6	306	346
347	Default	Temp_5	6	308	347
348	Default	Temp_6	6	309	348
349	Default	Temp_7	6	310	349
350	Default	Temp_9	6	312	350
351	Default	Temp_10	6	313	351
352	Default	Temp_11	6	314	352
353	Default	Temp_13	6	316	353
354	Default	Temp_17	6	320	354
355	Default	Temp_21	6	324	355
356	Default	Temp_22	6	325	356
357	Default	Temp_24	6	327	357
358	Default	Temp_26	6	329	358
359	Default	PFC_16	6	348	359
360	Default	PFC_17	6	349	360
361	Default	PFC_18	6	350	361
362	Default	PFC_20	6	352	362
363	Default	PFC_23	6	355	363
364	Default	PFC_24	6	356	364
365	Default	PFC_25	6	357	365
366	Default	PFC_31	6	363	366
367	Default	PFC_32	6	364	367
368	Default	PFC_38	6	370	368
369	Default	PFC_39	6	371	369
370	Default	PFC_40	6	372	370
371	Default	PFC_33	6	365	371
372	Default	PFC_34	6	366	372
373	Default	PFC_1	6	333	373
374	Default	PFC_2	6	334	374
375	Default	PFC_6	6	338	375
376	Default	PFC_8	6	340	376
377	Default	PFC_9	6	341	377
378	Default	PFC_13	6	345	378
379	DorsAttn	Post_7	2	149	379
380	DorsAttn	Post_8	2	150	380
381	Vis	40	0	40	381
382	Default	PCC_1	6	373	382
383	Default	PCC_3	6	375	383
384	Vis	56	0	56	384
385	Limbic	TempPole_12	4	253	385
386	Limbic	TempPole_14	4	255	386
387	Vis	4	0	4	387
388	Default	PHC_1	6	400	388
389	Vis	11	0	11	389
390	Default	Temp_4	6	307	390
391	Default	Temp_8	6	311	391
392	Default	Temp_12	6	315	392
393	Default	Temp_14	6	317	393
394	Default	Temp_15	6	318	394
395	Default	Temp_16	6	319	395
396	SalVentAttn	TempOcc_1	3	198	396
397	SomMot	7	1	74	397
398	Default	Temp_18	6	321	398
399	Default	Temp_19	6	322	399
400	SalVentAttn	ParOper_2	3	191	400
401	Vis	3	0	403	401
402	Vis	4	0	404	402
403	Vis	6	0	406	403
404	Vis	7	0	407	404
405	Vis	8	0	408	405
406	Vis	10	0	410	406
407	Vis	11	0	411	407
408	Vis	12	0	412	408
409	Vis	14	0	414	409
410	Vis	15	0	415	410
411	Vis	16	0	416	411
412	Vis	17	0	417	412
413	Vis	18	0	418	413
414	Vis	23	0	423	414
415	Vis	24	0	424	415
416	Vis	25	0	425	416
417	Vis	26	0	426	417
418	Vis	28	0	428	418
419	Vis	33	0	433	419
420	Vis	35	0	435	420
421	Vis	36	0	436	421
422	Vis	38	0	438	422
423	Vis	39	0	439	423
424	Vis	43	0	443	424
425	Vis	45	0	445	425
426	Vis	49	0	449	426
427	Vis	52	0	452	427
428	Vis	54	0	454	428
429	Vis	55	0	455	429
430	Vis	60	0	460	430
431	Vis	62	0	462	431
432	Vis	13	0	413	432
433	Vis	19	0	419	433
434	Vis	20	0	420	434
435	Vis	21	0	421	435
436	Vis	22	0	422	436
437	Vis	27	0	427	437
438	Vis	29	0	429	438
439	Vis	30	0	430	439
440	Vis	32	0	432	440
441	Vis	34	0	434	441
442	Vis	37	0	437	442
443	Vis	40	0	440	443
444	Vis	41	0	441	444
445	Vis	42	0	442	445
446	Vis	44	0	444	446
447	Vis	46	0	446	447
448	Vis	48	0	448	448
449	Vis	50	0	450	449
450	Vis	51	0	451	450
451	Vis	53	0	453	451
452	Vis	56	0	456	452
453	Vis	57	0	457	453
454	Vis	61	0	461	454
455	Vis	63	0	463	455
456	Vis	64	0	464	456
457	Vis	65	0	465	457
458	SomMot	35	1	502	458
459	SomMot	38	1	505	459
460	SomMot	39	1	506	460
461	SomMot	42	1	509	461
462	SomMot	43	1	510	462
463	SomMot	44	1	511	463
464	SomMot	45	1	512	464
465	SomMot	48	1	515	465
466	SomMot	49	1	516	466
467	SomMot	50	1	517	467
468	SomMot	51	1	518	468
469	SomMot	52	1	519	469
470	SomMot	53	1	520	470
471	SomMot	54	1	521	471
472	SomMot	55	1	522	472
473	SomMot	56	1	523	473
474	SomMot	57	1	524	474
475	SomMot	58	1	525	475
476	SomMot	59	1	526	476
477	SomMot	60	1	527	477
478	SomMot	61	1	528	478
479	SomMot	62	1	529	479
480	SomMot	63	1	530	480
481	SomMot	64	1	531	481
482	SomMot	65	1	532	482
483	SomMot	66	1	533	483
484	SomMot	67	1	534	484
485	SomMot	68	1	535	485
486	SomMot	69	1	536	486
487	SomMot	70	1	537	487
488	SomMot	71	1	538	488
489	SomMot	72	1	539	489
490	SomMot	73	1	540	490
491	SomMot	74	1	541	491
492	SomMot	75	1	542	492
493	SomMot	76	1	543	493
494	SomMot	1	1	468	494
495	SomMot	3	1	470	495
496	SomMot	7	1	474	496
497	SomMot	8	1	475	497
498	SomMot	11	1	478	498
499	SomMot	12	1	479	499
500	SomMot	13	1	480	500
501	SomMot	14	1	481	501
502	SomMot	16	1	483	502
503	SomMot	17	1	484	503
504	SomMot	19	1	486	504
505	SomMot	20	1	487	505
506	SomMot	21	1	488	506
507	SomMot	22	1	489	507
508	SomMot	23	1	490	508
509	SomMot	24	1	491	509
510	SomMot	25	1	492	510
511	SomMot	27	1	494	511
512	SomMot	28	1	495	512
513	SomMot	29	1	496	513
514	SomMot	30	1	497	514
515	SomMot	31	1	498	515
516	SomMot	32	1	499	516
517	SomMot	33	1	500	517
518	SomMot	34	1	501	518
519	SomMot	41	1	508	519
520	DorsAttn	Post_1	2	544	520
521	Vis	1	0	401	521
522	DorsAttn	Post_2	2	545	522
523	DorsAttn	Post_3	2	546	523
524	DorsAttn	Post_5	2	548	524
525	DorsAttn	Post_7	2	550	525
526	Vis	31	0	431	526
527	DorsAttn	Post_9	2	552	527
528	Vis	47	0	447	528
529	DorsAttn	Post_11	2	554	529
530	DorsAttn	Post_12	2	555	530
531	Vis	59	0	459	531
532	DorsAttn	Post_15	2	558	532
533	Vis	66	0	466	533
534	Vis	67	0	467	534
535	DorsAttn	Post_20	2	563	535
536	DorsAttn	Post_24	2	567	536
537	DorsAttn	Post_25	2	568	537
538	DorsAttn	Post_27	2	570	538
539	DorsAttn	Post_29	2	572	539
540	DorsAttn	Post_33	2	576	540
541	DorsAttn	Post_34	2	577	541
542	DorsAttn	Post_35	2	578	542
543	DorsAttn	Post_37	2	580	543
544	DorsAttn	Post_8	2	551	544
545	DorsAttn	Post_13	2	556	545
546	DorsAttn	Post_16	2	559	546
547	DorsAttn	Post_21	2	564	547
548	DorsAttn	Post_22	2	565	548
549	DorsAttn	Post_23	2	566	549
550	DorsAttn	Post_28	2	571	550
551	DorsAttn	Post_30	2	573	551
552	DorsAttn	Post_36	2	579	552
553	DorsAttn	Post_38	2	581	553
554	DorsAttn	Post_39	2	582	554
555	DorsAttn	Post_40	2	583	555
556	DorsAttn	Post_41	2	584	556
557	DorsAttn	Post_42	2	585	557
558	DorsAttn	FEF_1	2	586	558
559	DorsAttn	FEF_2	2	587	559
560	DorsAttn	FEF_3	2	588	560
561	DorsAttn	FEF_4	2	589	561
562	DorsAttn	FEF_5	2	590	562
563	DorsAttn	FEF_6	2	591	563
564	DorsAttn	PrCv_1	2	592	564
565	DorsAttn	PrCv_4	2	595	565
566	SalVentAttn	TempOccPar_4	3	599	566
567	SalVentAttn	TempOccPar_5	3	600	567
568	SomMot	26	1	493	568
569	SalVentAttn	TempOccPar_6	3	601	569
570	SalVentAttn	TempOccPar_8	3	603	570
571	SalVentAttn	TempOccPar_9	3	604	571
572	SalVentAttn	TempOccPar_10	3	605	572
573	SalVentAttn	TempOccPar_11	3	606	573
574	SalVentAttn	TempOccPar_13	3	608	574
575	SalVentAttn	PrC_1	3	609	575
576	Limbic	TempPole_15	4	667	576
577	SalVentAttn	FrOper_1	3	610	577
578	SalVentAttn	FrOper_2	3	611	578
579	SalVentAttn	FrOper_3	3	612	579
580	SalVentAttn	FrOper_5	3	614	580
581	SalVentAttn	FrOper_6	3	615	581
582	SalVentAttn	FrOper_7	3	616	582
583	SalVentAttn	FrOper_9	3	618	583
584	SalVentAttn	FrOper_10	3	619	584
585	SomMot	15	1	482	585
586	SalVentAttn	FrOper_11	3	620	586
587	SalVentAttn	FrOper_12	3	621	587
588	SalVentAttn	FrOper_13	3	622	588
589	SalVentAttn	FrOper_14	3	623	589
590	SalVentAttn	Med_2	3	628	590
591	SalVentAttn	Med_3	3	629	591
592	SalVentAttn	Med_4	3	630	592
593	SomMot	36	1	503	593
594	SomMot	37	1	504	594
595	SalVentAttn	Med_5	3	631	595
596	SalVentAttn	Med_6	3	632	596
597	SalVentAttn	Med_7	3	633	597
598	SomMot	40	1	507	598
599	SalVentAttn	Med_8	3	634	599
600	SalVentAttn	Med_9	3	635	600
601	SalVentAttn	Med_10	3	636	601
602	SomMot	46	1	513	602
603	SomMot	47	1	514	603
604	SalVentAttn	Med_12	3	638	604
605	SalVentAttn	Med_13	3	639	605
606	SalVentAttn	Med_14	3	640	606
607	SalVentAttn	Med_15	3	641	607
608	SalVentAttn	Med_16	3	642	608
609	Default	Par_6	6	732	609
610	SalVentAttn	TempOccPar_7	3	602	610
611	SalVentAttn	TempOccPar_12	3	607	611
612	Cont	PFCl_32	5	715	612
613	Cont	PFCl_16	5	699	613
614	Cont	PFCl_18	5	701	614
615	Cont	PFCl_20	5	703	615
616	SalVentAttn	PFCl_1	3	626	616
617	Cont	PFCl_24	5	707	617
618	Cont	PFCv_1	5	682	618
619	Cont	PFCv_2	5	683	619
620	SalVentAttn	FrOper_4	3	613	620
621	Default	PFCv_5	6	754	621
622	SalVentAttn	PFCv_1	3	625	622
623	SalVentAttn	FrOper_8	3	617	623
624	Cont	PFCl_8	5	691	624
625	Cont	PFCl_11	5	694	625
626	Default	PFCm_13	6	768	626
627	Cont	PFCmp_1	5	724	627
628	SalVentAttn	Med_1	3	627	628
629	SalVentAttn	Med_11	3	637	629
630	Limbic	OFC_1	4	643	630
631	Limbic	OFC_2	4	644	631
632	Limbic	OFC_3	4	645	632
633	Limbic	OFC_4	4	646	633
634	Limbic	OFC_5	4	647	634
635	Default	PFCv_1	6	750	635
636	Cont	PFCl_1	5	684	636
637	Limbic	OFC_6	4	648	637
638	Limbic	OFC_7	4	649	638
639	Limbic	OFC_8	4	650	639
640	Limbic	OFC_9	4	651	640
641	Cont	PFCl_2	5	685	641
642	Limbic	OFC_10	4	652	642
643	Limbic	TempPole_1	4	653	643
644	Limbic	TempPole_2	4	654	644
645	Limbic	TempPole_3	4	655	645
646	Limbic	TempPole_4	4	656	646
647	Limbic	TempPole_5	4	657	647
648	Limbic	TempPole_6	4	658	648
649	Limbic	TempPole_7	4	659	649
650	Limbic	TempPole_8	4	660	650
651	Limbic	TempPole_9	4	661	651
652	Limbic	TempPole_10	4	662	652
653	Limbic	TempPole_11	4	663	653
654	Limbic	TempPole_12	4	664	654
655	Limbic	TempPole_13	4	665	655
656	Cont	Temp_2	5	680	656
657	DorsAttn	Post_4	2	547	657
658	DorsAttn	Post_6	2	549	658
659	DorsAttn	Post_14	2	557	659
660	Cont	Par_4	5	671	660
661	Cont	Par_5	5	672	661
662	DorsAttn	Post_17	2	560	662
663	DorsAttn	Post_18	2	561	663
664	DorsAttn	Post_19	2	562	664
665	Cont	Par_10	5	677	665
666	Cont	Par_11	5	678	666
667	DorsAttn	Post_26	2	569	667
668	Cont	PFCl_31	5	714	668
669	Cont	PFCl_10	5	693	669
670	Cont	PFCl_12	5	695	670
671	Cont	PFCl_14	5	697	671
672	Cont	PFCl_15	5	698	672
673	SalVentAttn	FrOper_15	3	624	673
674	Cont	PFCl_17	5	700	674
675	DorsAttn	PrCv_2	2	593	675
676	Cont	PFCl_19	5	702	676
677	DorsAttn	PrCv_3	2	594	677
678	Cont	PFCl_22	5	705	678
679	Cont	PFCl_25	5	708	679
680	Cont	Cing_2	5	722	680
681	Cont	Temp_1	5	679	681
682	Default	Temp_5	6	741	682
683	Cont	Temp_3	5	681	683
684	Cont	Par_1	5	668	684
685	Cont	Par_3	5	670	685
686	Default	Par_10	6	736	686
687	Cont	Par_6	5	673	687
688	Cont	Par_7	5	674	688
689	Cont	Par_8	5	675	689
690	Cont	Par_9	5	676	690
691	Cont	PFCl_21	5	704	691
692	Cont	PFCl_23	5	706	692
693	Cont	PFCl_26	5	709	693
694	Cont	PFCl_27	5	710	694
695	Cont	PFCl_28	5	711	695
696	Cont	PFCl_29	5	712	696
697	Cont	PFCl_30	5	713	697
698	Default	PFCm_23	6	778	698
699	Default	PFCv_2	6	751	699
700	Cont	PFCl_3	5	686	700
701	Cont	PFCl_4	5	687	701
702	Cont	PFCl_5	5	688	702
703	Cont	PFCl_6	5	689	703
704	Cont	PFCl_7	5	690	704
705	Cont	PFCl_9	5	692	705
706	Cont	PFCl_13	5	696	706
707	Cont	PFCmp_2	5	725	707
708	Cont	PFCmp_3	5	726	708
709	Vis	58	0	458	709
710	Cont	pCun_1	5	716	710
711	Cont	pCun_2	5	717	711
712	Cont	PCC_1	5	800	712
713	Cont	pCun_3	5	718	713
714	Default	PCC_19	6	798	714
715	Default	PCC_20	6	799	715
716	Cont	pCun_4	5	719	716
717	Cont	pCun_5	5	720	717
718	DorsAttn	Post_31	2	574	718
719	DorsAttn	Post_32	2	575	719
720	Default	PCC_6	6	785	720
721	Cont	Cing_1	5	721	721
722	Cont	Cing_3	5	723	722
723	Default	Temp_4	6	740	723
724	Default	Par_1	6	727	724
725	Default	Par_3	6	729	725
726	Default	Par_5	6	731	726
727	Default	Par_7	6	733	727
728	Default	Par_8	6	734	728
729	Default	Par_9	6	735	729
730	Default	PFCm_16	6	771	730
731	Default	PFCm_19	6	774	731
732	Default	PFCm_20	6	775	732
733	Default	PFCm_22	6	777	733
734	Default	PCC_3	6	782	734
735	Default	PCC_5	6	784	735
736	Default	PCC_7	6	786	736
737	Default	PCC_8	6	787	737
738	Default	PCC_9	6	788	738
739	Default	PCC_10	6	789	739
740	Default	PCC_11	6	790	740
741	Default	PCC_12	6	791	741
742	Default	PCC_13	6	792	742
743	Default	PCC_14	6	793	743
744	Default	PCC_15	6	794	744
745	Default	PCC_16	6	795	745
746	Default	PCC_17	6	796	746
747	Default	PCC_18	6	797	747
748	Default	PFCm_1	6	756	748
749	Default	PFCm_2	6	757	749
750	Default	PFCm_3	6	758	750
751	Default	PFCm_4	6	759	751
752	Default	PFCm_5	6	760	752
753	Default	PFCm_6	6	761	753
754	Default	PFCm_7	6	762	754
755	Default	PFCm_8	6	763	755
756	Default	PFCm_9	6	764	756
757	Default	PFCm_10	6	765	757
758	Default	PFCm_12	6	767	758
759	Default	Temp_7	6	743	759
760	Default	Temp_9	6	745	760
761	Default	Temp_11	6	747	761
762	Default	Temp_1	6	737	762
763	Default	Temp_2	6	738	763
764	Default	PFCm_11	6	766	764
765	Default	PFCm_14	6	769	765
766	Default	PFCm_15	6	770	766
767	Default	PFCm_17	6	772	767
768	Default	PFCm_18	6	773	768
769	Default	PFCm_21	6	776	769
770	Default	PFCm_24	6	779	770
771	Default	PFCv_3	6	752	771
772	Default	PFCv_4	6	753	772
773	Default	PFCv_6	6	755	773
774	Default	Par_4	6	730	774
775	Cont	Par_2	5	669	775
776	Default	PCC_1	6	780	776
777	Default	PCC_2	6	781	777
778	Default	PCC_4	6	783	778
779	Vis	2	0	402	779
780	Limbic	TempPole_14	4	666	780
781	Vis	5	0	405	781
782	Vis	9	0	409	782
783	Default	Temp_3	6	739	783
784	Default	Temp_6	6	742	784
785	Default	Temp_8	6	744	785
786	Default	Temp_10	6	746	786
787	SomMot	2	1	469	787
788	SomMot	4	1	471	788
789	SomMot	5	1	472	789
790	Default	Temp_12	6	748	790
791	SomMot	6	1	473	791
792	Default	Temp_13	6	749	792
793	SomMot	9	1	476	793
794	SomMot	10	1	477	794
795	SalVentAttn	TempOccPar_1	3	596	795
796	SalVentAttn	TempOccPar_2	3	597	796
